Plot,Line,Measure,Iteration,Value
User:R/Measure:R,recommendation,R,9,0.14057377049180328
User:R/Measure:R,recommendation,R,10,0.1425100368016059
User:R/Measure:R,recommendation,R,11,0.14514887922382066
User:R/Measure:R,recommendation,R,12,0.14813482770157244
User:R/Measure:R,recommendation,R,13,0.1507276681164269
User:R/Measure:R,recommendation,R,14,0.15372616259618602
User:R/Measure:R,recommendation,R,15,0.1568459350953496
User:R/Measure:R,recommendation,R,16,0.15958932753429242
User:R/Measure:R,recommendation,R,17,0.16136667781866845
User:R/Measure:R,recommendation,R,18,0.16300184008029442
User:R/Measure:R,recommendation,R,19,0.1641435262629642
User:R/Measure:R,recommendation,R,20,0.16509284041485447
User:R/Measure:L,choice,L,1,0.0
User:R/Measure:L,choice,L,2,0.0
User:R/Measure:L,choice,L,3,0.0
User:R/Measure:L,choice,L,4,0.0
User:R/Measure:L,choice,L,5,0.0
User:R/Measure:L,choice,L,6,0.0
User:R/Measure:L,choice,L,7,0.0
User:R/Measure:L,choice,L,8,0.0
User:R/Measure:L,choice,L,9,0.0
User:R/Measure:L,choice,L,10,0.0
User:R/Measure:L,choice,L,11,0.0
User:R/Measure:L,choice,L,12,0.0
User:R/Measure:L,choice,L,13,0.0
User:R/Measure:L,choice,L,14,0.0
User:R/Measure:L,choice,L,15,0.0
User:R/Measure:L,choice,L,16,0.0
User:R/Measure:L,choice,L,17,0.0
User:R/Measure:L,choice,L,18,0.0
User:R/Measure:L,choice,L,19,0.0
User:R/Measure:L,choice,L,20,0.0
User:R/Measure:CL,choice,CL,1,0.0013382402141184342
User:R/Measure:CL,choice,CL,2,0.00033456005352960856
User:R/Measure:CL,choice,CL,3,0.000585480093676815
User:R/Measure:CL,choice,CL,4,0.000585480093676815
User:R/Measure:CL,choice,CL,5,0.0006691201070592171
User:R/Measure:CL,choice,CL,6,0.0006691201070592171
User:R/Measure:CL,choice,CL,7,0.0006691201070592171
User:R/Measure:CL,choice,CL,8,0.0006691201070592171
User:R/Measure:CL,choice,CL,9,0.0006691201070592171
User:R/Measure:CL,choice,CL,10,0.0006691201070592171
User:R/Measure:CL,choice,CL,11,0.000585480093676815
User:R/Measure:CL,choice,CL,12,0.0006691201070592171
User:R/Measure:CL,choice,CL,13,0.0005018400802944129
User:R/Measure:CL,choice,CL,14,0.0007527601204416192
User:R/Measure:CL,choice,CL,15,0.0006691201070592171
User:R/Measure:CL,choice,CL,16,0.0005018400802944129
User:R/Measure:CL,choice,CL,17,0.0004182000669120107
User:R/Measure:CL,choice,CL,18,0.00033456005352960856
User:R/Measure:CL,choice,CL,19,0.0006691201070592171
User:R/Measure:CL,choice,CL,20,0.0006691201070592171
User:R/Measure:C,choice,C,1,0.2069253931080629
User:R/Measure:C,choice,C,2,0.2069253931080629
User:R/Measure:C,choice,C,3,0.20224155235864838
User:R/Measure:C,choice,C,4,0.20416527266644363
User:R/Measure:C,choice,C,5,0.20592171294747408
User:R/Measure:C,choice,C,6,0.20408163265306123
User:R/Measure:C,choice,C,7,0.20374707259953162
User:R/Measure:C,choice,C,8,0.20826363332218134
User:R/Measure:C,choice,C,9,0.20809635329541654
User:R/Measure:C,choice,C,10,0.2107728337236534
User:R/Measure:C,choice,C,11,0.2104382736701238
User:R/Measure:C,choice,C,12,0.21378387420541986
User:R/Measure:C,choice,C,13,0.21704583472733355
User:R/Measure:C,choice,C,14,0.22080963532954165
User:R/Measure:C,choice,C,15,0.22432251589160254
User:R/Measure:C,choice,C,16,0.22842087654734025
User:R/Measure:C,choice,C,17,0.23109735697557712
User:R/Measure:C,choice,C,18,0.2343593174974908
User:R/Measure:C,choice,C,19,0.23561391769822684
User:R/Measure:C,choice,C,20,0.2392104382736701
User:R/Measure:CR,choice,CR,1,0.6198561391769822
User:R/Measure:CR,choice,CR,2,0.6251254600200736
User:R/Measure:CR,choice,CR,3,0.6247072599531616
User:R/Measure:CR,choice,CR,4,0.6225326196052191
User:R/Measure:CR,choice,CR,5,0.6160086985613917
User:R/Measure:CR,choice,CR,6,0.6157577785212446
User:R/Measure:CR,choice,CR,7,0.6185178989628638
User:R/Measure:CR,choice,CR,8,0.6092338574774172
User:R/Measure:CR,choice,CR,9,0.602124456339913
User:R/Measure:CR,choice,CR,10,0.5995316159250585
User:R/Measure:CR,choice,CR,11,0.5938440950150552
User:R/Measure:CR,choice,CR,12,0.5829708932753429
User:R/Measure:CR,choice,CR,13,0.5811308129809301
User:R/Measure:CR,choice,CR,14,0.5744396119103379
User:R/Measure:CR,choice,CR,15,0.5604717296754768
User:R/Measure:CR,choice,CR,16,0.5539478086316494
User:R/Measure:CR,choice,CR,17,0.5472566075610572
User:R/Measure:CR,choice,CR,18,0.5392271662763466
User:R/Measure:CR,choice,CR,19,0.5352124456339913
User:R/Measure:CR,choice,CR,20,0.5296085647373704
User:R/Measure:R,choice,R,1,0.1718802275008364
User:R/Measure:R,choice,R,2,0.16761458681833388
User:R/Measure:R,choice,R,3,0.1724657075945132
User:R/Measure:R,choice,R,4,0.17271662763466042
User:R/Measure:R,choice,R,5,0.17740046838407494
User:R/Measure:R,choice,R,6,0.179491468718635
User:R/Measure:R,choice,R,7,0.17706590833054534
User:R/Measure:R,choice,R,8,0.18183338909334226
User:R/Measure:R,choice,R,9,0.18911007025761123
User:R/Measure:R,choice,R,10,0.18902643024422883
User:R/Measure:R,choice,R,11,0.1951321512211442
User:R/Measure:R,choice,R,12,0.202576112412178
User:R/Measure:R,choice,R,13,0.20132151221144196
User:R/Measure:R,choice,R,14,0.20399799263967883
User:R/Measure:R,choice,R,15,0.21453663432586148
User:R/Measure:R,choice,R,16,0.21712947474071595
User:R/Measure:R,choice,R,17,0.22122783539645366
User:R/Measure:R,choice,R,18,0.226078956172633
User:R/Measure:R,choice,R,19,0.22850451656072265
User:R/Measure:R,choice,R,20,0.2305118768819003
Start:C/Measure:L,recommendation,L,1,0.0007433333333333334
Start:C/Measure:L,recommendation,L,2,0.0008116666666666667
Start:C/Measure:L,recommendation,L,3,0.0008366666666666667
Start:C/Measure:L,recommendation,L,4,0.0008783333333333333
Start:C/Measure:L,recommendation,L,5,0.000955
Start:C/Measure:L,recommendation,L,6,0.0010733333333333333
Start:C/Measure:L,recommendation,L,7,0.0011583333333333333
Start:C/Measure:L,recommendation,L,8,0.0013433333333333333
Start:C/Measure:L,recommendation,L,9,0.0015066666666666666
Start:C/Measure:L,recommendation,L,10,0.001675
Start:C/Measure:L,recommendation,L,11,0.0018516666666666666
Start:C/Measure:L,recommendation,L,12,0.0020083333333333333
Start:C/Measure:L,recommendation,L,13,0.0022116666666666665
Start:C/Measure:L,recommendation,L,14,0.0024133333333333333
Start:C/Measure:L,recommendation,L,15,0.0026116666666666667
Start:C/Measure:L,recommendation,L,16,0.0027733333333333334
Start:C/Measure:L,recommendation,L,17,0.0030083333333333333
Start:C/Measure:L,recommendation,L,18,0.00322
Start:C/Measure:L,recommendation,L,19,0.0033833333333333332
Start:C/Measure:L,recommendation,L,20,0.003515
Start:C/Measure:CL,recommendation,CL,1,0.03811666666666667
Start:C/Measure:CL,recommendation,CL,2,0.039681666666666664
Start:C/Measure:CL,recommendation,CL,3,0.04212
Start:C/Measure:CL,recommendation,CL,4,0.04290833333333333
Start:C/Measure:CL,recommendation,CL,5,0.04323833333333333
Start:C/Measure:CL,recommendation,CL,6,0.043511666666666664
Start:C/Measure:CL,recommendation,CL,7,0.04362333333333333
Start:C/Measure:CL,recommendation,CL,8,0.043671666666666664
Start:C/Measure:CL,recommendation,CL,9,0.04381
Start:C/Measure:CL,recommendation,CL,10,0.04409166666666667
Start:C/Measure:CL,recommendation,CL,11,0.044165
Start:C/Measure:CL,recommendation,CL,12,0.04469
Start:C/Measure:CL,recommendation,CL,13,0.045075
Start:C/Measure:CL,recommendation,CL,14,0.04549
Start:C/Measure:CL,recommendation,CL,15,0.046051666666666664
Start:C/Measure:CL,recommendation,CL,16,0.04686
Start:C/Measure:CL,recommendation,CL,17,0.047766666666666666
Start:C/Measure:CL,recommendation,CL,18,0.04869
Start:C/Measure:CL,recommendation,CL,19,0.05012166666666667
Start:C/Measure:CL,recommendation,CL,20,0.05210833333333333
Start:C/Measure:C,recommendation,C,1,0.926505
Start:C/Measure:C,recommendation,C,2,0.9225666666666666
Start:C/Measure:C,recommendation,C,3,0.9182533333333334
Start:C/Measure:C,recommendation,C,4,0.9166866666666666
Start:C/Measure:C,recommendation,C,5,0.9159533333333333
Start:C/Measure:C,recommendation,C,6,0.9153116666666666
Start:C/Measure:C,recommendation,C,7,0.914795
Start:C/Measure:C,recommendation,C,8,0.9142883333333334
Start:C/Measure:C,recommendation,C,9,0.9137583333333333
Start:C/Measure:C,recommendation,C,10,0.9130183333333334
Start:C/Measure:C,recommendation,C,11,0.9125216666666667
Start:C/Measure:C,recommendation,C,12,0.9113666666666667
Start:C/Measure:C,recommendation,C,13,0.9101416666666666
Start:C/Measure:C,recommendation,C,14,0.9085766666666667
Start:C/Measure:C,recommendation,C,15,0.9070016666666667
Start:C/Measure:C,recommendation,C,16,0.9052066666666667
Start:C/Measure:C,recommendation,C,17,0.9026816666666667
Start:C/Measure:C,recommendation,C,18,0.9000116666666667
Start:C/Measure:C,recommendation,C,19,0.89707
Start:C/Measure:C,recommendation,C,20,0.8930966666666666
Start:C/Measure:CR,recommendation,CR,1,0.034008333333333335
Start:C/Measure:CR,recommendation,CR,2,0.036083333333333335
Start:C/Measure:CR,recommendation,CR,3,0.03784333333333333
Start:C/Measure:CR,recommendation,CR,4,0.03854166666666667
Start:C/Measure:CR,recommendation,CR,5,0.03875166666666666
Start:C/Measure:CR,recommendation,CR,6,0.03891666666666667
Start:C/Measure:CR,recommendation,CR,7,0.03915833333333334
Start:C/Measure:CR,recommendation,CR,8,0.03933
Start:C/Measure:CR,recommendation,CR,9,0.03949
Start:C/Measure:CR,recommendation,CR,10,0.039613333333333334
Start:C/Measure:CR,recommendation,CR,11,0.039755
Start:C/Measure:CR,recommendation,CR,12,0.040141666666666666
Start:C/Measure:CR,recommendation,CR,13,0.040628333333333336
Start:C/Measure:CR,recommendation,CR,14,0.04143
Start:C/Measure:CR,recommendation,CR,15,0.04208
Start:C/Measure:CR,recommendation,CR,16,0.04278
Start:C/Measure:CR,recommendation,CR,17,0.04396833333333333
Start:C/Measure:CR,recommendation,CR,18,0.045335
Start:C/Measure:CR,recommendation,CR,19,0.046511666666666666
Start:C/Measure:CR,recommendation,CR,20,0.048185
Start:C/Measure:R,recommendation,R,1,0.0006266666666666666
Start:C/Measure:R,recommendation,R,2,0.0008566666666666667
Start:C/Measure:R,recommendation,R,3,0.0009466666666666666
Start:C/Measure:R,recommendation,R,4,0.000985
Start:C/Measure:R,recommendation,R,5,0.0011016666666666666
Start:C/Measure:R,recommendation,R,6,0.0011866666666666666
Start:C/Measure:R,recommendation,R,7,0.001265
Start:C/Measure:R,recommendation,R,8,0.0013666666666666666
Start:C/Measure:R,recommendation,R,9,0.001435
Start:C/Measure:R,recommendation,R,10,0.0016016666666666666
Start:C/Measure:R,recommendation,R,11,0.0017066666666666667
Start:C/Measure:R,recommendation,R,12,0.0017933333333333334
Start:C/Measure:R,recommendation,R,13,0.0019433333333333334
Start:C/Measure:R,recommendation,R,14,0.00209
Start:C/Measure:R,recommendation,R,15,0.002255
Start:C/Measure:R,recommendation,R,16,0.00238
Start:C/Measure:R,recommendation,R,17,0.002575
Start:C/Measure:R,recommendation,R,18,0.0027433333333333333
Start:C/Measure:R,recommendation,R,19,0.0029133333333333333
Start:C/Measure:R,recommendation,R,20,0.003095
Start:C/Measure:L,choice,L,1,0.0007
Start:C/Measure:L,choice,L,2,0.0009
Start:C/Measure:L,choice,L,3,0.0008
Start:C/Measure:L,choice,L,4,0.0008666666666666666
Start:C/Measure:L,choice,L,5,0.0009
Start:C/Measure:L,choice,L,6,0.0014333333333333333
Start:C/Measure:L,choice,L,7,0.0010666666666666667
Start:C/Measure:L,choice,L,8,0.0012666666666666666
Start:C/Measure:L,choice,L,9,0.0014
Start:C/Measure:L,choice,L,10,0.0018
Start:C/Measure:L,choice,L,11,0.0018333333333333333
Start:C/Measure:L,choice,L,12,0.0017666666666666666
Start:C/Measure:L,choice,L,13,0.0025
Start:C/Measure:L,choice,L,14,0.0023333333333333335
Start:C/Measure:L,choice,L,15,0.002766666666666667
Start:C/Measure:L,choice,L,16,0.0026
Start:C/Measure:L,choice,L,17,0.0033666666666666667
Start:C/Measure:L,choice,L,18,0.0025666666666666667
Start:C/Measure:L,choice,L,19,0.0038
Start:C/Measure:L,choice,L,20,0.0033333333333333335
Start:C/Measure:CL,choice,CL,1,0.038
Start:C/Measure:CL,choice,CL,2,0.04016666666666667
Start:C/Measure:CL,choice,CL,3,0.04066666666666666
Start:C/Measure:CL,choice,CL,4,0.041933333333333336
Start:C/Measure:CL,choice,CL,5,0.0437
Start:C/Measure:CL,choice,CL,6,0.04256666666666667
Start:C/Measure:CL,choice,CL,7,0.04463333333333333
Start:C/Measure:CL,choice,CL,8,0.0437
Start:C/Measure:CL,choice,CL,9,0.0431
Start:C/Measure:CL,choice,CL,10,0.04473333333333333
Start:C/Measure:CL,choice,CL,11,0.0433
Start:C/Measure:CL,choice,CL,12,0.044566666666666664
Start:C/Measure:CL,choice,CL,13,0.04563333333333333
Start:C/Measure:CL,choice,CL,14,0.046233333333333335
Start:C/Measure:CL,choice,CL,15,0.045366666666666666
Start:C/Measure:CL,choice,CL,16,0.0478
Start:C/Measure:CL,choice,CL,17,0.04683333333333333
Start:C/Measure:CL,choice,CL,18,0.0496
Start:C/Measure:CL,choice,CL,19,0.0493
Start:C/Measure:CL,choice,CL,20,0.05273333333333333
Start:C/Measure:C,choice,C,1,0.9281666666666667
Start:C/Measure:C,choice,C,2,0.9216666666666666
Start:C/Measure:C,choice,C,3,0.9200333333333334
Start:C/Measure:C,choice,C,4,0.9168333333333333
Start:C/Measure:C,choice,C,5,0.915
Start:C/Measure:C,choice,C,6,0.9167333333333333
Start:C/Measure:C,choice,C,7,0.9135
Start:C/Measure:C,choice,C,8,0.915
Start:C/Measure:C,choice,C,9,0.9132
Start:C/Measure:C,choice,C,10,0.9118
Start:C/Measure:C,choice,C,11,0.9132
Start:C/Measure:C,choice,C,12,0.9141333333333334
Start:C/Measure:C,choice,C,13,0.9097
Start:C/Measure:C,choice,C,14,0.9071
Start:C/Measure:C,choice,C,15,0.9080333333333334
Start:C/Measure:C,choice,C,16,0.9055333333333333
Start:C/Measure:C,choice,C,17,0.9032666666666667
Start:C/Measure:C,choice,C,18,0.8981333333333333
Start:C/Measure:C,choice,C,19,0.8955666666666666
Start:C/Measure:C,choice,C,20,0.8944
Start:C/Measure:CR,choice,CR,1,0.0324
Start:C/Measure:CR,choice,CR,2,0.03613333333333334
Start:C/Measure:CR,choice,CR,3,0.0376
Start:C/Measure:CR,choice,CR,4,0.039266666666666665
Start:C/Measure:CR,choice,CR,5,0.03956666666666667
Start:C/Measure:CR,choice,CR,6,0.0383
Start:C/Measure:CR,choice,CR,7,0.0393
Start:C/Measure:CR,choice,CR,8,0.03846666666666667
Start:C/Measure:CR,choice,CR,9,0.041433333333333336
Start:C/Measure:CR,choice,CR,10,0.04056666666666667
Start:C/Measure:CR,choice,CR,11,0.04006666666666667
Start:C/Measure:CR,choice,CR,12,0.03793333333333333
Start:C/Measure:CR,choice,CR,13,0.0403
Start:C/Measure:CR,choice,CR,14,0.042366666666666664
Start:C/Measure:CR,choice,CR,15,0.041433333333333336
Start:C/Measure:CR,choice,CR,16,0.0418
Start:C/Measure:CR,choice,CR,17,0.0437
Start:C/Measure:CR,choice,CR,18,0.0469
Start:C/Measure:CR,choice,CR,19,0.04833333333333333
Start:C/Measure:CR,choice,CR,20,0.046533333333333336
Start:C/Measure:R,choice,R,1,0.0007333333333333333
Start:C/Measure:R,choice,R,2,0.0011333333333333334
Start:C/Measure:R,choice,R,3,0.0009
Start:C/Measure:R,choice,R,4,0.0011
Start:C/Measure:R,choice,R,5,0.0008333333333333334
Start:C/Measure:R,choice,R,6,0.0009666666666666667
Start:C/Measure:R,choice,R,7,0.0015
Start:C/Measure:R,choice,R,8,0.0015666666666666667
Start:C/Measure:R,choice,R,9,0.0008666666666666666
Start:C/Measure:R,choice,R,10,0.0011
Start:C/Measure:R,choice,R,11,0.0016
Start:C/Measure:R,choice,R,12,0.0016
Start:C/Measure:R,choice,R,13,0.0018666666666666666
Start:C/Measure:R,choice,R,14,0.0019666666666666665
Start:C/Measure:R,choice,R,15,0.0024
Start:C/Measure:R,choice,R,16,0.002266666666666667
Start:C/Measure:R,choice,R,17,0.0028333333333333335
Start:C/Measure:R,choice,R,18,0.0028
Start:C/Measure:R,choice,R,19,0.003
Start:C/Measure:R,choice,R,20,0.003
Start:CR/Measure:L,recommendation,L,1,0.0003283333333333333
Start:CR/Measure:L,recommendation,L,2,0.00022166666666666667
Start:CR/Measure:L,recommendation,L,3,0.000315
Start:CR/Measure:L,recommendation,L,4,0.00033833333333333334
Start:CR/Measure:L,recommendation,L,5,0.00037
Start:CR/Measure:L,recommendation,L,6,0.00038833333333333336
Start:CR/Measure:L,recommendation,L,7,0.0004
Start:CR/Measure:L,recommendation,L,8,0.0004166666666666667
Start:CR/Measure:L,recommendation,L,9,0.00044333333333333334
Start:CR/Measure:L,recommendation,L,10,0.000475
Start:CR/Measure:L,recommendation,L,11,0.00052
Start:CR/Measure:L,recommendation,L,12,0.0005566666666666667
Start:CR/Measure:L,recommendation,L,13,0.0005833333333333334
Start:CR/Measure:L,recommendation,L,14,0.0005933333333333333
Start:CR/Measure:L,recommendation,L,15,0.0006083333333333333
Start:CR/Measure:L,recommendation,L,16,0.0006183333333333334
Start:CR/Measure:L,recommendation,L,17,0.0006583333333333334
Start:CR/Measure:L,recommendation,L,18,0.000685
Start:CR/Measure:L,recommendation,L,19,0.0007016666666666666
Start:CR/Measure:L,recommendation,L,20,0.00072
Start:CR/Measure:CL,recommendation,CL,1,0.005275
Start:CR/Measure:CL,recommendation,CL,2,0.0047283333333333335
Start:CR/Measure:CL,recommendation,CL,3,0.004833333333333334
Start:CR/Measure:CL,recommendation,CL,4,0.005111666666666666
Start:CR/Measure:CL,recommendation,CL,5,0.005163333333333333
Start:CR/Measure:CL,recommendation,CL,6,0.005171666666666666
Start:CR/Measure:CL,recommendation,CL,7,0.005136666666666667
Start:CR/Measure:CL,recommendation,CL,8,0.0051133333333333334
Start:CR/Measure:CL,recommendation,CL,9,0.005066666666666666
Start:CR/Measure:CL,recommendation,CL,10,0.005065
Start:CR/Measure:CL,recommendation,CL,11,0.005023333333333334
Start:CR/Measure:CL,recommendation,CL,12,0.00506
Start:CR/Measure:CL,recommendation,CL,13,0.005043333333333334
Start:CR/Measure:CL,recommendation,CL,14,0.005085
Start:CR/Measure:CL,recommendation,CL,15,0.005038333333333333
Start:CR/Measure:CL,recommendation,CL,16,0.005076666666666667
Start:CR/Measure:CL,recommendation,CL,17,0.00512
Start:CR/Measure:CL,recommendation,CL,18,0.005145
Start:CR/Measure:CL,recommendation,CL,19,0.00528
Start:CR/Measure:CL,recommendation,CL,20,0.0055
Start:CR/Measure:C,recommendation,C,1,0.41785666666666665
Start:CR/Measure:C,recommendation,C,2,0.40724666666666665
Start:CR/Measure:C,recommendation,C,3,0.40142333333333335
Start:CR/Measure:C,recommendation,C,4,0.3993583333333333
Start:CR/Measure:C,recommendation,C,5,0.399265
Start:CR/Measure:C,recommendation,C,6,0.401365
Start:CR/Measure:C,recommendation,C,7,0.40391
Start:CR/Measure:C,recommendation,C,8,0.406795
Start:CR/Measure:C,recommendation,C,9,0.40996166666666667
Start:CR/Measure:C,recommendation,C,10,0.4132166666666667
Start:CR/Measure:C,recommendation,C,11,0.41687166666666664
Start:CR/Measure:C,recommendation,C,12,0.42076833333333336
Start:CR/Measure:C,recommendation,C,13,0.42450166666666667
Start:CR/Measure:C,recommendation,C,14,0.42841
Start:CR/Measure:C,recommendation,C,15,0.4324883333333333
Start:CR/Measure:C,recommendation,C,16,0.4363316666666667
Start:CR/Measure:C,recommendation,C,17,0.440415
Start:CR/Measure:C,recommendation,C,18,0.44422833333333334
Start:CR/Measure:C,recommendation,C,19,0.44802166666666665
Start:CR/Measure:C,recommendation,C,20,0.4516833333333333
Start:CR/Measure:CR,recommendation,CR,1,0.5372916666666666
Start:CR/Measure:CR,recommendation,CR,2,0.541065
Start:CR/Measure:CR,recommendation,CR,3,0.543315
Start:CR/Measure:CR,recommendation,CR,4,0.54229
Start:CR/Measure:CR,recommendation,CR,5,0.5392883333333334
Start:CR/Measure:CR,recommendation,CR,6,0.533945
Start:CR/Measure:CR,recommendation,CR,7,0.5281766666666666
Start:CR/Measure:CR,recommendation,CR,8,0.52203
Start:CR/Measure:CR,recommendation,CR,9,0.51552
Start:CR/Measure:CR,recommendation,CR,10,0.50848
Start:CR/Measure:CR,recommendation,CR,11,0.5010333333333333
Start:CR/Measure:CR,recommendation,CR,12,0.49297833333333335
Start:CR/Measure:CR,recommendation,CR,13,0.4849333333333333
Start:CR/Measure:CR,recommendation,CR,14,0.47702666666666665
Start:CR/Measure:CR,recommendation,CR,15,0.46914833333333333
Start:CR/Measure:CR,recommendation,CR,16,0.46083666666666667
Start:CR/Measure:CR,recommendation,CR,17,0.45238333333333336
Start:CR/Measure:CR,recommendation,CR,18,0.44464166666666666
Start:CR/Measure:CR,recommendation,CR,19,0.43721166666666667
Start:CR/Measure:CR,recommendation,CR,20,0.42987
Start:CR/Measure:R,recommendation,R,1,0.039248333333333336
Start:CR/Measure:R,recommendation,R,2,0.04673833333333333
Start:CR/Measure:R,recommendation,R,3,0.050113333333333336
Start:CR/Measure:R,recommendation,R,4,0.052901666666666666
Start:CR/Measure:R,recommendation,R,5,0.055913333333333336
Start:CR/Measure:R,recommendation,R,6,0.05913
Start:CR/Measure:R,recommendation,R,7,0.062376666666666664
Start:CR/Measure:R,recommendation,R,8,0.065645
Start:CR/Measure:R,recommendation,R,9,0.06900833333333334
Start:CR/Measure:R,recommendation,R,10,0.07276333333333333
Start:CR/Measure:R,recommendation,R,11,0.07655166666666667
Start:CR/Measure:R,recommendation,R,12,0.08063666666666666
Start:CR/Measure:R,recommendation,R,13,0.08493833333333334
Start:CR/Measure:R,recommendation,R,14,0.088885
Start:CR/Measure:R,recommendation,R,15,0.09271666666666667
Start:CR/Measure:R,recommendation,R,16,0.09713666666666666
Start:CR/Measure:R,recommendation,R,17,0.10142333333333334
Start:CR/Measure:R,recommendation,R,18,0.1053
Start:CR/Measure:R,recommendation,R,19,0.108785
Start:CR/Measure:R,recommendation,R,20,0.11222666666666667
Start:CR/Measure:L,choice,L,1,0.0002666666666666667
Start:CR/Measure:L,choice,L,2,0.00023333333333333333
Start:CR/Measure:L,choice,L,3,0.0003
Start:CR/Measure:L,choice,L,4,0.0004333333333333333
Start:CR/Measure:L,choice,L,5,0.0004
Start:CR/Measure:L,choice,L,6,0.00036666666666666667
Start:CR/Measure:L,choice,L,7,0.0004
Start:CR/Measure:L,choice,L,8,0.0005666666666666667
Start:CR/Measure:L,choice,L,9,0.0002666666666666667
Start:CR/Measure:L,choice,L,10,0.0005666666666666667
Start:CR/Measure:L,choice,L,11,0.0006
Start:CR/Measure:L,choice,L,12,0.0004
Start:CR/Measure:L,choice,L,13,0.0007
Start:CR/Measure:L,choice,L,14,0.0006333333333333333
Start:CR/Measure:L,choice,L,15,0.0006
Start:CR/Measure:L,choice,L,16,0.0006333333333333333
Start:CR/Measure:L,choice,L,17,0.0006333333333333333
Start:CR/Measure:L,choice,L,18,0.0005666666666666667
Start:CR/Measure:L,choice,L,19,0.0006666666666666666
Start:CR/Measure:L,choice,L,20,0.0007333333333333333
Start:CR/Measure:CL,choice,CL,1,0.0051333333333333335
Start:CR/Measure:CL,choice,CL,2,0.004666666666666667
Start:CR/Measure:CL,choice,CL,3,0.0053
Start:CR/Measure:CL,choice,CL,4,0.0051
Start:CR/Measure:CL,choice,CL,5,0.0053
Start:CR/Measure:CL,choice,CL,6,0.0052
Start:CR/Measure:CL,choice,CL,7,0.004866666666666667
Start:CR/Measure:CL,choice,CL,8,0.0051
Start:CR/Measure:CL,choice,CL,9,0.0054
Start:CR/Measure:CL,choice,CL,10,0.004866666666666667
Start:CR/Measure:CL,choice,CL,11,0.004966666666666667
Start:CR/Measure:CL,choice,CL,12,0.0051
Start:CR/Measure:CL,choice,CL,13,0.004733333333333333
Start:CR/Measure:CL,choice,CL,14,0.0054666666666666665
Start:CR/Measure:CL,choice,CL,15,0.0052
Start:CR/Measure:CL,choice,CL,16,0.0053
Start:CR/Measure:CL,choice,CL,17,0.005033333333333333
Start:CR/Measure:CL,choice,CL,18,0.005166666666666667
Start:CR/Measure:CL,choice,CL,19,0.005366666666666666
Start:CR/Measure:CL,choice,CL,20,0.0055
Start:CR/Measure:C,choice,C,1,0.418
Start:CR/Measure:C,choice,C,2,0.41036666666666666
Start:CR/Measure:C,choice,C,3,0.3999333333333333
Start:CR/Measure:C,choice,C,4,0.4010666666666667
Start:CR/Measure:C,choice,C,5,0.3993333333333333
Start:CR/Measure:C,choice,C,6,0.40226666666666666
Start:CR/Measure:C,choice,C,7,0.4048333333333333
Start:CR/Measure:C,choice,C,8,0.4091
Start:CR/Measure:C,choice,C,9,0.40986666666666666
Start:CR/Measure:C,choice,C,10,0.4123
Start:CR/Measure:C,choice,C,11,0.4128
Start:CR/Measure:C,choice,C,12,0.4212666666666667
Start:CR/Measure:C,choice,C,13,0.42423333333333335
Start:CR/Measure:C,choice,C,14,0.42816666666666664
Start:CR/Measure:C,choice,C,15,0.4311
Start:CR/Measure:C,choice,C,16,0.4344
Start:CR/Measure:C,choice,C,17,0.4422
Start:CR/Measure:C,choice,C,18,0.4433666666666667
Start:CR/Measure:C,choice,C,19,0.4448
Start:CR/Measure:C,choice,C,20,0.4513
Start:CR/Measure:CR,choice,CR,1,0.5365666666666666
Start:CR/Measure:CR,choice,CR,2,0.5388333333333334
Start:CR/Measure:CR,choice,CR,3,0.5448
Start:CR/Measure:CR,choice,CR,4,0.5404
Start:CR/Measure:CR,choice,CR,5,0.5402
Start:CR/Measure:CR,choice,CR,6,0.5351
Start:CR/Measure:CR,choice,CR,7,0.5273333333333333
Start:CR/Measure:CR,choice,CR,8,0.5199666666666667
Start:CR/Measure:CR,choice,CR,9,0.5160333333333333
Start:CR/Measure:CR,choice,CR,10,0.5078
Start:CR/Measure:CR,choice,CR,11,0.5064333333333333
Start:CR/Measure:CR,choice,CR,12,0.4923666666666667
Start:CR/Measure:CR,choice,CR,13,0.48536666666666667
Start:CR/Measure:CR,choice,CR,14,0.47723333333333334
Start:CR/Measure:CR,choice,CR,15,0.4685
Start:CR/Measure:CR,choice,CR,16,0.46613333333333334
Start:CR/Measure:CR,choice,CR,17,0.4503666666666667
Start:CR/Measure:CR,choice,CR,18,0.44416666666666665
Start:CR/Measure:CR,choice,CR,19,0.4401333333333333
Start:CR/Measure:CR,choice,CR,20,0.4295333333333333
Start:CR/Measure:R,choice,R,1,0.04003333333333333
Start:CR/Measure:R,choice,R,2,0.0459
Start:CR/Measure:R,choice,R,3,0.049666666666666665
Start:CR/Measure:R,choice,R,4,0.053
Start:CR/Measure:R,choice,R,5,0.054766666666666665
Start:CR/Measure:R,choice,R,6,0.05706666666666667
Start:CR/Measure:R,choice,R,7,0.06256666666666667
Start:CR/Measure:R,choice,R,8,0.06526666666666667
Start:CR/Measure:R,choice,R,9,0.06843333333333333
Start:CR/Measure:R,choice,R,10,0.07446666666666667
Start:CR/Measure:R,choice,R,11,0.0752
Start:CR/Measure:R,choice,R,12,0.08086666666666667
Start:CR/Measure:R,choice,R,13,0.08496666666666666
Start:CR/Measure:R,choice,R,14,0.0885
